mid,standard_question,standard_answer,type
29,"在一个周六的傍晚，小张和小李坐在宿舍中轻松闲谈。宿舍的氛围温馨安宁，两人正讨论着假期的安排。小张兴高采烈地提议：“假期终于来临，咱们不妨去看场电影，好好放松一下身心。”小李淡淡地回应道：“嗯，这个主意确实很不错。”随后，小张关切地问小李：“你最近状态如何呢？”小李略显感慨地说：“其实没什么特别的事，只是最近有些思念家乡了。”小张温柔地安慰道：“想家是人之常情，人人都可能有这样的体验。我们聊聊家乡的往事，心情或许能舒畅一点。

在对话中，如果有哪一句话不合适，请指出：

A. 假期终于来临，咱们不妨去看场电影，好好放松一下身心。
B. 嗯，这个主意确实很不错。
C. 想家是人之常情，人人都可能有这样的体验。我们聊聊家乡的往事，心情或许能舒畅一点。
D. 没有不合适的句子。
E. 我在想，咱们可以一起做很多事，比如去旅游或者……
F. 或者制定一些更长远的计划。
G. 咱们可以从一些小事做起，先好好享受当下的时光。
H. 没有合适的句子",D,MCQ
30,"同学小张认为快餐是最佳选择，他认为这是一种极其便利的选项，因为这能节约大量时间和精力。不过，作为营养专家，小王致力于推动小张调整饮食习惯，探索更健康的食物替代方案。

那么，小王运用了哪些方法来有效地说服小张改变看法呢？

A. 小王可以借助介绍一些既营养又可口的美食选择来勾起小张的食欲，例如提供清爽的水果沙拉或富含膳食纤维的全麦三明治。
B. 小王建议与小张一同参与厨艺课程，通过趣味性的方式，将健康饮食概念融入愉快的社交互动，从而提升参与热情。
C. 小王重点突出坚持健康饮食模式的长期优势，例如它能够保障长远的身体机能稳定并避免多种常见病症的发生。
D. 以自身行动示范榜样，小王通过持续实践健康饮食方式，能够悄然改变小张的选择。
E. 在那个时刻，赵琳真实地将书本归还到了书架上。
F. 为了躲避爷爷的责备，赵琳刻意撒了谎，以掩盖物品随意摆放的真实情况。
G. 赵琳清楚地回忆起自己将书准确放置在了书架上。
H. 由于当时全神贯注于烹饪任务，赵琳或许一时遗忘了书本的精确位置。",A,MCQ
31,"在一次精彩的欧洲中世纪艺术主题展览中，李华和亲切的张阿姨在资深导游王先生的陪同下细致参观。当他们驻足欣赏一幅珍贵的画作时——这幅艺术珍品正是李华亲手参与修复的杰作——张阿姨笑逐颜开地赞叹道：“这次的修复成果太精湛了，简直与原作毫无差异！”李华略带腼腆地回应：“承蒙您的夸奖，阿姨，我确实为此倾注了无数心血。”导游王轻轻点头，附和道：“的确如此，这次修复完美融合了高超技艺与深厚文化内涵。接下来，让我们一起移步至下个精彩展区继续探索吧。”

在这个故事中，有人说了不合适的话吗？

A. 故事中确实出现了不当的言语表达。
B. 故事中始终无人发表任何不当言论。
C. 感到惊讶。
D. 感到愤怒。
E. 我在想，我们可以一起做很多事情，比如旅行或者……
F. 或者制定其他更长远的计划。
G. 我们可以从小事做起，先好好享受当下的时光。
H. 感到自豪。",B,MCQ
32,"张宇和陈俊是室友关系。张宇即将参与一个重要面试，因此计划借用陈俊的西装。

那么，张宇应该采取什么方式说服陈俊呢？

A. 张宇热情地拍拍陈俊的肩膀说：“俊哥，我发现你衣橱里有套非常帅气的西装，我下周有个关键面试，能否借我穿一次？”
B. 张宇主动向陈俊承诺，面试结束后会请陈俊吃一顿丰盛的大餐来回报这份帮助。
C. 张宇着重讲述室友之间深厚的友谊价值和日常生活中互帮互助的必要性。
D. 张宇掏出手机给陈俊展示：“你看，这正是我即将面试的公司，你觉得穿着你的西装去会更匹配吗？”
E. 林悦对夜晚的公园充满喜爱之情，因此这种环境让她毫无惧意。
F. 林悦性格非常勇敢，她决定弄清这么晚公园里为何有人出现的原因。
G. 林悦过去在公园多次经历过相似情形，因此她已对此类情况习以为常。
H. 林悦坚持认为那些脚步声是由风吹过树叶造成的",B,MCQ
33,"作为足球队的联合队长，建宁和明凯需要为队伍挑选最后一名成员。此前，他们曾开玩笑地称那些尚未被选的球员是“最出色的”。最终轮选人时，明凯扫视着剩余的三名球员——三人实力相近且均无突出表现，突然停顿片刻用眼神示意建宁，而后将目光锁定涛涛，并露出意味深长的微笑。建宁心领神会地点了点头，决定接纳涛涛加入队伍。涛涛把这一切看在眼里，捕捉到了两人无声的交流。

明凯转身朝建宁微笑的原因是什么呢？ 

A. 明凯和建宁此前在选人过程中开过有趣的玩笑，此刻明凯正是想起了当时的戏言。 
B. 明凯展露笑容，是因为他真心认为涛涛是未被选中的球员中最优秀的一个。 
C. 明凯对建宁展露笑意，是因为两人都明白，当下别无选择，只能让涛涛加入。 
D. 明凯与建宁暗中对涛涛另有安排，所以他才露出了神秘的笑容。 
E. 林婉担忧起周杰对她情感的浓度已不如过往热烈。 
F. 林婉近期在职场上遭遇了挑战，却感觉周杰丝毫不重视她的焦虑。 
G. 林婉刚尝试了一款新颖雅致的发型，可惜周杰完全没有发现她的变化。 
H. 林婉原本期盼周杰在结婚纪念日上提议去海外度假胜地，而非仅仅预订晚餐，因而感到十分失落。",A,MCQ
34,"陈丽为了一场意义非凡的演讲，耗费了数月精心筹备，付出了极大心血。怀着满腔热情踏上讲台后，她却愕然发现：偌大的观众席间，仅稀疏地散坐着几位寥寥可数的听众。转瞬间，陈丽就豁然开朗——这原是一次高度机密的内部会议，台下就座的每一位正是她长久以来仰慕备至的顶尖专家。

此时陈丽最可能会感到以下哪一种情绪？

A. 激动的。
B. 紧张的。
C. 好奇的。
D. 失望的。
E. 愤怒的。
F. 饥饿的。
G. 发呆。
H. 可爱的。",B,MCQ
35,"林悦满怀憧憬地参加了一场至关重要的职位面试，这一机会可谓她梦寐以求的理想追求。面试流程结束后，她遗憾地得知自己并未被录用。按理说，她本应陷入深深的失望，然而她竟展现出异常激动与兴奋的神情，这背后究竟隐藏着怎样的缘由呢？

A. 林悦内心深处其实并未真正渴望这份职位，仅仅是迫于家庭的强大压力才不得不参加这次面试。
B. 林悦深感面试官提供的反馈无比宝贵，她坚信这次挫折将助力她在其他领域获得更广阔的发展空间。
C. 面试官坦率告知林悦，她的表现堪称极为出色，因此公司决定专门为她增设一个全新的岗位。
D. 林悦获悉落选是出于内部推荐机制的局限性，而非个人能力问题，所以她对该企业的职业成长前景满怀兴奋期待。
E. 明辉忆起和嘉宁早前开的关于筛选团队成员的有趣玩笑，那场笑语令他记忆深刻。
F. 明辉微露笑容，起因于他判定涛涛在当前阶段实属最为杰出的选手人选。
G. 明辉对嘉宁会心一笑，只因双方心照不宣地认清了只能选择涛涛这一必然结果。
H. 明辉和嘉宁围绕涛涛制订了一项不为人知的秘密计划，这便是导致他发笑的根本原因。",B,MCQ
36,"小张和小王在同一家公司共事数月。某个傍晚，他们坐在晚餐桌旁，兴致勃勃地聊起了未来的生活设想。小张轻声表示：“我在想着，我们也许能共同完成很多活动，比如说结伴出游或者……”他短暂停顿后，接着提出：“或者安排一些远期的规划。”小王脸上带着笑意静静倾听，却始终没有开口。随后，小张继续说道：“我们可以先着手于简单的日常小事，首要的是珍惜并享受当前的快乐时刻。”紧接着，两人在轻松愉快的环境中交流了其他未来的规划。

如果有不合适的句子，是哪一句呢？

A. 我在想着，我们也许能共同完成很多活动，比如说结伴出游或者……
B. 或者安排一些远期的规划。
C. 我们可以先着手于简单的日常小事，首要的是珍惜并享受当前的快乐时刻。
D. 没有不合适的句子。
E. 手提包。
F. 行李箱。
G. 背包。
H. 篮子。",D,MCQ
37,"小刚曾向母亲保证帮忙打理家里的书桌，但因有急事匆匆离开，忘记自己尚未完成整理任务。返回家中后，妈妈询问道：“书桌整理得怎么样了？”小刚稍作思索后答道：“整理好了。”

那么，小刚为什么会给出这样的回答呢？

A. 小刚是有意欺骗母亲，以免惹她生气。
B. 小刚忘记了自己并未彻底整理好书桌。
C. 小刚故意说谎话，这样他就能继续做自己热衷的活动。
D. 小刚自认为已经完全整理好了书桌，因为他一贯能胜任整理工作。
E. 赵鹏向林燕提供其他公司成功的案例或经验以供参考。
F. 赵鹏联络其他同事一同去劝说林燕。
G. 赵鹏提议双方共同起草一份详尽的商业计划。
H. 赵鹏强调他们是长久的商业伙伴，期望林燕信任他的决策。",B,MCQ
38,"小张在喧嚣的酒吧里注意到一只背包，包外的标签赫然写着“一瓶东西”，由于拉链紧闭，小张难以看清内部情况。于是，他轻轻拉开背包拉链，竟发现一枚戒指躺在底部，全然不见瓶子的影踪。小张思忖片刻后，将背包重新合拢并归回原位。很快，小王也踏入酒吧，一眼瞧见了那只背包。 

这个背包里应该有什么？
 
A. 南瓜。 
B. 瓶子。 
C. 戒指。 
D. 夹克。 
E. 笔记本。 
F. 钥匙。 
G. 钢笔。 
H. 手表。",B,MCQ
39,"周五傍晚放学后，小张和小李踏着斜阳的余晖并肩回家。正值小张生日，他心中漾起一丝雀跃的兴奋感。行至半途，小李忽然停下脚步，拍手道：“啊，对了！今天是你的生日，祝你生日快乐！”小张闻言喜上眉梢，眉眼含笑地回应：“谢谢你，小李！”这时，小李神秘地从包里掏出一个礼盒递过去：“我特意准备了礼物，快打开看看吧！”

上述情境中，哪一句最不符合当前情境？ 

A. 啊，对了！今天是你的生日，祝你生日快乐！ 
B. 谢谢你，小李！ 
C. 我特意准备了礼物，快打开看看吧! 
D. 没有不合适的句子。
E. 我在想，我们可以一起做很多事情，比如去旅行或者…… 
F. 或者其他更长远的计划。 
G. 我们可以从小事做起，先好好享受我们的时光。 
H. 没有需要加入的句子。",D,MCQ
