"mid","subid","standard_question","standard_answer"
"80","3","一个伽利略望远镜的物镜焦距为 \( 14 \, \text{cm} \)。若目镜为发散透镜且其光心与物镜光心相距 \( 23 \, \text{cm} \)，求目镜的焦距。 (结果以$ \mathrm{\;{cm}} $为单位，保留1位有效数字)","- 9"
"16","0","表示一定质量的煤。无论是在室内直接用于供暖，还是在 \( 1000^{\circ} \mathrm{C} \) 的发电厂中燃烧，我们都假定燃烧时可提供 \( 100 \, \mathrm{J} \) 的热量。发电厂为理想状态（无损耗），其废热排放至 \( 30^{\circ} \mathrm{C} \) 的河流。问当该煤在发电厂燃烧转化为电能后，电能供给房间内一台将热量从 \( 0^{\circ} \mathrm{C} \) 的低温热源泵送至 \( 30^{\circ} \mathrm{C} \) 的室内空气的热泵。此时，房间能获得多少热量？ (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","770"
"16","1","表示一定质量的煤。无论是在室内直接用于供暖，还是在 \( 1000^{\circ} \mathrm{C} \) 的发电厂中燃烧，我们都假定燃烧时可提供 \( 100 \, \mathrm{J} \) 的热量。发电厂为理想状态（无损耗），其废热排放至 \( 30^{\circ} \mathrm{C} \) 的河流。问当该煤在发电厂燃烧转化为电能后，电能供给房间内一台将热量从 \( 0^{\circ} \mathrm{C} \) 的低温热源泵送至 \( 40^{\circ} \mathrm{C} \) 的室内空气的热泵。此时，房间能获得多少热量？ (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","596"
"16","2","表示一定质量的煤。无论是在室内直接用于供暖，还是在 \( 1000^{\circ} \mathrm{C} \) 的发电厂中燃烧，我们都假定燃烧时可提供 \( 100 \, \mathrm{J} \) 的热量。发电厂为理想状态（无损耗），其废热排放至 \( 30^{\circ} \mathrm{C} \) 的河流。问当该煤在发电厂燃烧转化为电能后，电能供给房间内一台将热量从 \( 0^{\circ} \mathrm{C} \) 的低温热源泵送至 \( 50^{\circ} \mathrm{C} \) 的室内空气的热泵。此时，房间能获得多少热量？ (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","492"
"16","3","表示一定质量的煤。无论是在室内直接用于供暖，还是在 \( 1000^{\circ} \mathrm{C} \) 的发电厂中燃烧，我们都假定燃烧时可提供 \( 100 \, \mathrm{J} \) 的热量。发电厂为理想状态（无损耗），其废热排放至 \( 30^{\circ} \mathrm{C} \) 的河流。问当该煤在发电厂燃烧转化为电能后，电能供给房间内一台将热量从 \( 0^{\circ} \mathrm{C} \) 的低温热源泵送至 \( 60^{\circ} \mathrm{C} \) 的室内空气的热泵。此时，房间能获得多少热量？ (结果以$ \mathrm{\;J} $为单位，保留3位有效数字)","423"
"83","0","方向与频率相同的两个的简谐振动分别可表示为 \( x_1 = 0.90 \cos(8\pi t - \pi/4) \) 和 \( x_2 = 0.60 \cos(8\pi t - 3\pi/4) \) (SI单位)。求合振动的振幅。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)"," 1.08"
"83","1","方向与频率相同的两个的简谐振动分别可表示为 \( x_1 = 0.90 \cos(8\pi t - \pi/4) \) 和 \( x_2 = 0.90 \cos(8\pi t - 3\pi/4) \) (SI单位)。求合振动的振幅。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)","1.27"
"83","2","方向与频率相同的两个的简谐振动分别可表示为 \( x_1 = 0.90 \cos(8\pi t - \pi/4) \) 和 \( x_2 = 0.80 \cos(8\pi t - 3\pi/4) \) (SI单位)。求合振动的振幅。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)","1.20"
"83","3","方向与频率相同的两个的简谐振动分别可表示为 \( x_1 = 0.90 \cos(8\pi t - \pi/4) \) 和 \( x_2 = 0.50 \cos(8\pi t - 3\pi/4) \) (SI单位)。求合振动的振幅。 (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)","1.03"
"5","0","一个体积为 \( V = 2 \times 10^{-3} \, \text{m}^3 \) 的密封容器内，装有质量为 \( m = 0.01 \, \text{kg} \) 的氧气气体，其压强计读数为 \( P = 9.07 \times 10^4 \, \text{Pa} \)。求氧气分子的平均平动动能。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","2.41 \times 10^{-21}"
"5","1","一个体积为 \( V = 2 \times 10^{-3} \, \text{m}^3 \) 的密封容器内，装有质量为 \( m = 0.02 \, \text{kg} \) 的氧气气体，其压强计读数为 \( P = 9.07 \times 10^4 \, \text{Pa} \)。求氧气分子的平均平动动能。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留4位有效数字)","1.205 \times 10^{-21}"
"5","2","一个体积为 \( V = 2 \times 10^{-3} \, \text{m}^3 \) 的密封容器内，装有质量为 \( m = 0.1 \, \text{kg} \) 的氧气气体，其压强计读数为 \( P = 9.07 \times 10^4 \, \text{Pa} \)。求氧气分子的平均平动动能。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","2.41 \times 10^{-22}"
"5","3","一个体积为 \( V = 2 \times 10^{-3} \, \text{m}^3 \) 的密封容器内，装有质量为 \( m =1 \, \text{kg} \) 的氧气气体，其压强计读数为 \( P = 9.07 \times 10^4 \, \text{Pa} \)。求氧气分子的平均平动动能。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","2.41 \times 10^{-19}"
"98","0","一横波沿细弦传播时的位移表达式为 \( \xi = {0.05}\sin \left( {{10\pi t} - {4\pi x}}\right) \left( \mathrm{{SI}}\right) \)。求此波的振幅。 (结果以$ \mathrm{\;m}  $为单位，保留1位有效数字)"," 0.05"
"98","1","一横波沿细弦传播时的位移表达式为 \( \xi = {1.3}\sin \left( {{10\pi t} - {4\pi x}}\right) \left( \mathrm{{SI}}\right) \)。求此波的振幅。 (结果以$ \mathrm{\;m}  $为单位，保留2位有效数字)"," 1.3"
"98","2","一横波沿细弦传播时的位移表达式为 \( \xi = {0.15}\sin \left( {{10\pi t} - {4\pi x}}\right) \left( \mathrm{{SI}}\right) \)。求此波的振幅。 (结果以$ \mathrm{\;m}  $为单位，保留2位有效数字)"," 0.15"
"98","3","一横波沿细弦传播时的位移表达式为 \( \xi = {3.05}\sin \left( {{10\pi t} - {4\pi x}}\right) \left( \mathrm{{SI}}\right) \)。求此波的振幅。 (结果以$ \mathrm{\;m}  $为单位，保留3位有效数字)"," 3.05"
"49","0","一个 μ 原子系统由电荷为 \( + {Ze} \) 的原子核束缚一个 \( {\mu }^{ - } \) 子形成，其中 \( {\mu }^{ - } \) 子的电量等于电子电荷，但质量为电子质量的 207 倍。请求出主量子数 \( n = 1 \) 对应的轨道半径。 (结果使用科学计数法，以$ \mathrm{\;m}  $为单位，保留3位有效数字)","2.57 \times 10^{13}"
"49","1","一个 μ 原子系统由电荷为 \( + {Ze} \) 的原子核束缚一个 \( {\mu }^{ - } \) 子形成，其中 \( {\mu }^{ - } \) 子的电量等于电子电荷，但质量为电子质量的 210 倍。请求出主量子数 \( n = 1 \) 对应的轨道半径。 (结果使用科学计数法，以$ \mathrm{\;m}  $为单位，保留3位有效数字)","1.03 \times 10^{13}"
"49","2","一个 μ 原子系统由电荷为 \( + {Ze} \) 的原子核束缚一个 \( {\mu }^{ - } \) 子形成，其中 \( {\mu }^{ - } \) 子的电量等于电子电荷，但质量为电子质量的 200 倍。请求出主量子数 \( n = 1 \) 对应的轨道半径。 (结果使用科学计数法，以$ \mathrm{\;m}  $为单位，保留3位有效数字)","2.52 \times 10^{13}"
"49","3","一个 μ 原子系统由电荷为 \( + {Ze} \) 的原子核束缚一个 \( {\mu }^{ - } \) 子形成，其中 \( {\mu }^{ - } \) 子的电量等于电子电荷，但质量为电子质量的 220 倍。请求出主量子数 \( n = 1 \) 对应的轨道半径。 (结果使用科学计数法，以$ \mathrm{\;m}  $为单位，保留3位有效数字)","2.65 \times 10^{13}"
"23","0","两个同心球面，内球面半径为 \( 10 \, \text{cm} \)，外球面半径为 \( 20 \, \text{cm} \)，每个球面都带有相同的面电荷密度 \( \sigma \)。以无限远处为电势零点，球心处的电势测量值为 \( 300 \, \text{V} \)。求电荷面密度 \( \sigma \)。 (结果使用科学计数法，以$ \mathrm{C}/{\mathrm{m}}^{2} $为单位，保留3位有效数字)","8.85 \times 10^{-9}"
"23","1","两个同心球面，内球面半径为 \( 10 \, \text{cm} \)，外球面半径为 \( 20 \, \text{cm} \)，每个球面都带有相同的面电荷密度 \( \sigma \)。以无限远处为电势零点，球心处的电势测量值为 \( 400 \, \text{V} \)。求电荷面密度 \( \sigma \)。 (结果使用科学计数法，以$ \mathrm{C}/{\mathrm{m}}^{2} $为单位，保留3位有效数字)","1.27 \times 10^{-8}"
"23","2","两个同心球面，内球面半径为 \( 10 \, \text{cm} \)，外球面半径为 \( 20 \, \text{cm} \)，每个球面都带有相同的面电荷密度 \( \sigma \)。以无限远处为电势零点，球心处的电势测量值为 \( 500 \, \text{V} \)。求电荷面密度 \( \sigma \)。 (结果使用科学计数法，以$ \mathrm{C}/{\mathrm{m}}^{2} $为单位，保留5位有效数字)","1.4625 \times 10^{-9}"
"23","3","两个同心球面，内球面半径为 \( 10 \, \text{cm} \)，外球面半径为 \( 20 \, \text{cm} \)，每个球面都带有相同的面电荷密度 \( \sigma \)。以无限远处为电势零点，球心处的电势测量值为 \( 600 \, \text{V} \)。求电荷面密度 \( \sigma \)。 (结果使用科学计数法，以$ \mathrm{C}/{\mathrm{m}}^{2} $为单位，保留3位有效数字)","1.65 \times 10^{-9}"
"77","0","一个体积为 \( 1 \, \text{m}^3 \) 的密闭箱体中装有 \( 1 \, \text{mol} \) 氧气，该箱体正以 \( 10 \, \text{m/s} \) 的速度进行匀速直线运动。若箱体突然被固定停止，且氧气定向运动动能的 \( 80\% \) 被转化为分子无序热运动动能，求箱体内气体压强的增加量。 (结果以$ \mathrm{\;{Pa}} $为单位，保留2位有效数字)","  0.51"
"77","1","一个体积为 \( 1 \, \text{m}^3 \) 的密闭箱体中装有 \( 1 \, \text{mol} \) 氧气，该箱体正以 \( 10 \, \text{m/s} \) 的速度进行匀速直线运动。若箱体突然被固定停止，且氧气定向运动动能的 \( 90\% \) 被转化为分子无序热运动动能，求箱体内气体压强的增加量。 (结果以$ \mathrm{\;{Pa}} $为单位，保留3位有效数字)","  0.579"
"77","2","一个体积为 \( 1 \, \text{m}^3 \) 的密闭箱体中装有 \( 2 \, \text{mol} \) 氧气，该箱体正以 \( 10 \, \text{m/s} \) 的速度进行匀速直线运动。若箱体突然被固定停止，且氧气定向运动动能的 \( 80\% \) 被转化为分子无序热运动动能，求箱体内气体压强的增加量。 (结果以$ \mathrm{\;{Pa}} $为单位，保留4位有效数字)","  1.024"
"77","3","一个体积为 \( 1 \, \text{m}^3 \) 的密闭箱体中装有 \( 3 \, \text{mol} \) 氧气，该箱体正以 \( 10 \, \text{m/s} \) 的速度进行匀速直线运动。若箱体突然被固定停止，且氧气定向运动动能的 \( 70\% \) 被转化为分子无序热运动动能，求箱体内气体压强的增加量。 (结果以$ \mathrm{\;{Pa}} $为单位，保留4位有效数字)","  1.343"
"27","0","冰球以 1 米/秒的速度在冰面上滑动，滑行 2.5 米后停止。求冰面与冰球之间的摩擦系数。 (结果保留1位有效数字)"," 0.02"
"27","1","冰球以 2米/秒的速度在冰面上滑动，滑行 3.5 米后停止。求冰面与冰球之间的摩擦系数。 (结果保留2位有效数字)"," 0.058"
"27","2","冰球以2米/秒的速度在冰面上滑动，滑行4米后停止。求冰面与冰球之间的摩擦系数。 (结果保留2位有效数字)"," 0.051"
"27","3","冰球以4米/秒的速度在冰面上滑动，滑行4米后停止。求冰面与冰球之间的摩擦系数。 (结果保留3位有效数字)"," 0.204"
"69","0","在平静的湖面上有一艘停着的船。船长决定将 \( m = 200\,\mathrm{kg} \) 的货物升到长 \( l = 20\,\mathrm{m} \) 的吊杆顶上来使船运动。船及其负载（不包括货物）的质量 \( M = 1000\,\mathrm{kg} \)。货物升到吊杆顶后船的运动速度多大？ (结果使用科学计数法，以$ \mathrm{\;m}/\mathrm{s} $为单位，保留3位有效数字)","4.85 \times 10^{-4}"
"69","1","在平静的湖面上有一艘停着的船。船长决定将 \( m = 100\,\mathrm{kg} \) 的货物升到长 \( l = 20\,\mathrm{m} \) 的吊杆顶上来使船运动。船及其负载（不包括货物）的质量 \( M = 1000\,\mathrm{kg} \)。货物升到吊杆顶后船的运动速度多大？ (结果使用科学计数法，以$ \mathrm{\;m}/\mathrm{s} $为单位，保留3位有效数字)","2.64 \times 10^{-4}"
"69","2","在平静的湖面上有一艘停着的船。船长决定将 \( m = 300\,\mathrm{kg} \) 的货物升到长 \( l = 20\,\mathrm{m} \) 的吊杆顶上来使船运动。船及其负载（不包括货物）的质量 \( M = 1000\,\mathrm{kg} \)。货物升到吊杆顶后船的运动速度多大？ (结果使用科学计数法，以$ \mathrm{\;m}/\mathrm{s} $为单位，保留3位有效数字)","6.71 \times 10^{-4}"
"69","3","在平静的湖面上有一艘停着的船。船长决定将 \( m = 400\,\mathrm{kg} \) 的货物升到长 \( l = 20\,\mathrm{m} \) 的吊杆顶上来使船运动。船及其负载（不包括货物）的质量 \( M = 1000\,\mathrm{kg} \)。货物升到吊杆顶后船的运动速度多大？ (结果使用科学计数法，以$ \mathrm{\;m}/\mathrm{s} $为单位，保留2位有效数字)","9.7 \times 10^{-4}"
"22","0","假设太阳被理想化为一个黑体，通过实验观测，其光谱中辐射出射度最大的波长 \( {\lambda }_{\mathrm{m}} \) 为 \( {483}\mathrm{\;{nm}} \)。请问太阳表面的温度大约是多少? (结果以$ \mathrm{\;K} $为单位，保留4位有效数字)","  6000"
"22","1","假设太阳被理想化为一个黑体，通过实验观测，其光谱中辐射出射度最大的波长 \( {\lambda }_{\mathrm{m}} \) 为 \( {490}\mathrm{\;{nm}} \)。请问太阳表面的温度大约是多少? (结果以$ \mathrm{\;K} $为单位，保留4位有效数字)","  5910"
"22","2","假设太阳被理想化为一个黑体，通过实验观测，其光谱中辐射出射度最大的波长 \( {\lambda }_{\mathrm{m}} \) 为 \( {500}\mathrm{\;{nm}} \)。请问太阳表面的温度大约是多少? (结果以$ \mathrm{\;K} $为单位，保留4位有效数字)","  5796"
"22","3","假设太阳被理想化为一个黑体，通过实验观测，其光谱中辐射出射度最大的波长 \( {\lambda }_{\mathrm{m}} \) 为 \( {600}\mathrm{\;{nm}} \)。请问太阳表面的温度大约是多少? (结果以$ \mathrm{\;K} $为单位，保留4位有效数字)","  4830"
"15","0","一个物体从静止状态开始做自由落体运动，求其在第2秒末的瞬时速度。 (结果保留4位有效数字)","
19.6"
"15","1","一个物体从静止状态开始做自由落体运动，求其在第3秒末的瞬时速度。 (结果保留4位有效数字)","
29.4"
"15","2","一个物体从静止状态开始做自由落体运动，求其在第4秒末的瞬时速度。 (结果保留4位有效数字)","
39.2"
"15","3","一个物体从静止状态开始做自由落体运动，求其在第5秒末的瞬时速度。 (结果保留3位有效数字)","
49"
"59","0","一个粒子以 \( 0.8c \) 的速率运动，在实验室参考系中观察到其飞行路径长度为 \( 3\,\text{m} \) 后发生衰变。在粒子静止的参考系中，该粒子衰变前的存在时间是多少？ (结果使用科学计数法，以$ {\prime $为单位，保留2位有效数字)","7.5 \times 10^{-9}"
"59","1","一个粒子以 \( 0.4c \) 的速率运动，在实验室参考系中观察到其飞行路径长度为 \( 3\,\text{m} \) 后发生衰变。在粒子静止的参考系中，该粒子衰变前的存在时间是多少？ (结果使用科学计数法，以$ {\prime $为单位，保留2位有效数字)","9.6 \times 10^{-8}"
"59","2","一个粒子以 \( 0.2c \) 的速率运动，在实验室参考系中观察到其飞行路径长度为 \( 3\,\text{m} \) 后发生衰变。在粒子静止的参考系中，该粒子衰变前的存在时间是多少？ (结果使用科学计数法，以$ {\prime $为单位，保留2位有效数字)","1.2 \times 10^{-7}"
"59","3","一个粒子以 \( 0.9c \) 的速率运动，在实验室参考系中观察到其飞行路径长度为 \( 3\,\text{m} \) 后发生衰变。在粒子静止的参考系中，该粒子衰变前的存在时间是多少？ (结果使用科学计数法，以$ {\prime $为单位，保留2位有效数字)","5.4 \times 10^{-8}"
"39","0","一个顶角 \( A = 60^\circ \) 的棱镜，由折射率 \( n = 1.70 \) 的光学玻璃制成。已知该材料在对应波段的色散率 \(\frac{\mathrm{d}n}{\mathrm{d}\lambda} = 956  \mathrm{\;cm}^{-1}\)。试计算波长 \( \lambda_1 = 5980  \text{\AA} \) 和 \( \lambda_2 = 5896  \text{\AA} \) 的两条黄色谱线所分开的角度。 (结果以$ {\prime $为单位，保留2位有效数字)"," 0.53"
"39","1","一个顶角 \( A = 60^\circ \) 的棱镜，由折射率 \( n = 1.70 \) 的光学玻璃制成。已知该材料在对应波段的色散率 \(\frac{\mathrm{d}n}{\mathrm{d}\lambda} = 800 \mathrm{\;cm}^{-1}\)。试计算波长 \( \lambda_1 = 5980  \text{\AA} \) 和 \( \lambda_2 = 5896  \text{\AA} \) 的两条黄色谱线所分开的角度。 (结果以$ {\prime $为单位，保留3位有效数字)"," 0.0403"
"39","2","一个顶角 \( A = 60^\circ \) 的棱镜，由折射率 \( n = 1.70 \) 的光学玻璃制成。已知该材料在对应波段的色散率 \(\frac{\mathrm{d}n}{\mathrm{d}\lambda} = 700  \mathrm{\;cm}^{-1}\)。试计算波长 \( \lambda_1 = 5980  \text{\AA} \) 和 \( \lambda_2 = 5896  \text{\AA} \) 的两条黄色谱线所分开的角度。 (结果以$ {\prime $为单位，保留3位有效数字)"," 0.0353"
"39","3","一个顶角 \( A = 60^\circ \) 的棱镜，由折射率 \( n = 1.70 \) 的光学玻璃制成。已知该材料在对应波段的色散率 \(\frac{\mathrm{d}n}{\mathrm{d}\lambda} = 600 \mathrm{\;cm}^{-1}\)。试计算波长 \( \lambda_1 = 5980  \text{\AA} \) 和 \( \lambda_2 = 5896  \text{\AA} \) 的两条黄色谱线所分开的角度。 (结果以$ {\prime $为单位，保留3位有效数字)"," 0.0303"
"89","0","某真空实验装置的压强为 \(1.01 \times 10^{-10}  \mathrm{Pa}\)，在 \(27^\circ \mathrm{C}\) 的温度下，求 \(1  \mathrm{m}^{3}\) 体积内气体分子的数量。 (结果使用科学计数法，以$ \mathrm{~m}^{-3} $为单位，保留3位有效数字)","2.44 \times 10^{10}"
"89","1","某真空实验装置的压强为 \(1.2 \times 10^{-10}  \mathrm{Pa}\)，在 \(27^\circ \mathrm{C}\) 的温度下，求 \(1  \mathrm{m}^{3}\) 体积内气体分子的数量。 (结果使用科学计数法，以$ \mathrm{~m}^{-3} $为单位，保留3位有效数字)","2.90 \times 10^{10}"
"89","2","某真空实验装置的压强为 \(1.72\times 10^{-10}  \mathrm{Pa}\)，在 \(27^\circ \mathrm{C}\) 的温度下，求 \(1 \mathrm{m}^{3}\) 体积内气体分子的数量。 (结果使用科学计数法，以$ \mathrm{~m}^{-3} $为单位，保留3位有效数字)","4.16 \times 10^{10}"
"89","3","某真空实验装置的压强为 \(2.35 \times 10^{-10}  \mathrm{Pa}\)，在 \(27^\circ \mathrm{C}\) 的温度下，求 \(1  \mathrm{m}^{3}\) 体积内气体分子的数量。 (结果使用科学计数法，以$ \mathrm{~m}^{-3} $为单位，保留3位有效数字)","5.68 \times 10^{10}"
"45","0","在静息状态下，健康成年人的主动脉平均血流速度为 \( 0.33 \, \mathrm{m} \cdot \mathrm{s}^{-1} \)。若主动脉横截面积为 \( 20 \times 10^{-4} \, \mathrm{m}^{2} \)，毛细血管床总横截面积为 \( 0.25 \, \mathrm{m}^{2} \)，计算毛细血管内血液的平均流速。 (结果使用科学计数法，以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留3位有效数字)","3.36 \times 10^{-4}"
"45","1","在静息状态下，健康成年人的主动脉平均血流速度为 \( 0.33 \, \mathrm{m} \cdot \mathrm{s}^{-1} \)。若主动脉横截面积为 \( 20 \times 10^{-4} \, \mathrm{m}^{2} \)，毛细血管床总横截面积为 \( 0.35 \, \mathrm{m}^{2} \)，计算毛细血管内血液的平均流速。 (结果使用科学计数法，以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留2位有效数字)","2.4 \times 10^{-4}"
"45","2","在静息状态下，健康成年人的主动脉平均血流速度为 \( 0.33 \, \mathrm{m} \cdot \mathrm{s}^{-1} \)。若主动脉横截面积为 \( 20 \times 10^{-4} \, \mathrm{m}^{2} \)，毛细血管床总横截面积为 \( 0.4 \, \mathrm{m}^{2} \)，计算毛细血管内血液的平均流速。 (结果使用科学计数法，以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留2位有效数字)","2.1 \times 10^{-4}"
"45","3","在静息状态下，健康成年人的主动脉平均血流速度为 \( 0.33 \, \mathrm{m} \cdot \mathrm{s}^{-1} \)。若主动脉横截面积为 \( 20 \times 10^{-4} \, \mathrm{m}^{2} \)，毛细血管床总横截面积为 \( 0.5 \, \mathrm{m}^{2} \)，计算毛细血管内血液的平均流速。 (结果使用科学计数法，以$ \mathrm{\;m} \cdot  {\mathrm{s}}^{-1} $为单位，保留3位有效数字)","1.68 \times 10^{-4}"
"96","0","在某种电子回旋加速装置中，粒子加速的持续时间为 \( {4.2}\mathrm{\;{ms}} \)，轨道所包围区域的最大磁通量达到 \( {1.8}\mathrm{\;{Wb}} \)。试求电子每完成一次完整轨道循环平均获得的能量。 (结果使用科学计数法，以$ \mathrm{{eV}}  $为单位，保留2位有效数字)","4.3 \times 10^{2}"
"96","1","在某种电子回旋加速装置中，粒子加速的持续时间为 \( {3.2}\mathrm{\;{ms}} \)，轨道所包围区域的最大磁通量达到 \( {1.8}\mathrm{\;{Wb}} \)。试求电子每完成一次完整轨道循环平均获得的能量。 (结果使用科学计数法，以$ \mathrm{{eV}}  $为单位，保留2位有效数字)","5.6 \times 10^{2}"
"96","2","在某种电子回旋加速装置中，粒子加速的持续时间为 \( {6.2}\mathrm{\;{ms}} \)，轨道所包围区域的最大磁通量达到 \( {1.8}\mathrm{\;{Wb}} \)。试求电子每完成一次完整轨道循环平均获得的能量。 (结果使用科学计数法，以$ \mathrm{{eV}}  $为单位，保留2位有效数字)","2.9 \times 10^{2}"
"96","3","在某种电子回旋加速装置中，粒子加速的持续时间为 \( {1.2}\mathrm{\;{ms}} \)，轨道所包围区域的最大磁通量达到 \( {1.8}\mathrm{\;{Wb}} \)。试求电子每完成一次完整轨道循环平均获得的能量。 (结果使用科学计数法，以$ \mathrm{{eV}}  $为单位，保留2位有效数字)","1.5 \times 10^{2}"
"71","0","求一个放大倍率为 5 的目镜的焦深。 (结果以$ \mathrm{\;{cm}} $为单位，保留2位有效数字)"," 0.83"
"71","1","求一个放大倍率为 6 的目镜的焦深。 (结果以$ \mathrm{\;{cm}} $为单位，保留2位有效数字)"," 0.60"
"71","2","求一个放大倍率为 7 的目镜的焦深。 (结果以$ \mathrm{\;{cm}} $为单位，保留2位有效数字)"," 0.45"
"71","3","求一个放大倍率为 8 的目镜的焦深。 (结果以$ \mathrm{\;{cm}} $为单位，保留2位有效数字)"," 0.35"
"92","0","一质点沿半径为 \( R = 0.1 \, \mathrm{m} \) 的圆形轨道运动，其角位置函数为 \( \theta(t) = 2 + 4t^{3} \)，其中 \( \theta \) 的单位为 rad，时间 \( t \) 的单位为 s。求时间 \( t \) 为多少时，质点的法向加速度与切向加速度的大小相等。 (结果以$ \mathrm{\;s}  $为单位，保留2位有效数字)"," 0.55"
"92","1","一质点沿半径为 \( R = 0.2 \, \mathrm{m} \) 的圆形轨道运动，其角位置函数为 \( \theta(t) = 2 + 3t^{3} \)，其中 \( \theta \) 的单位为 rad，时间 \( t \) 的单位为 s。求时间 \( t \) 为多少时，质点的法向加速度与切向加速度的大小相等。 (结果以$ \mathrm{\;s}  $为单位，保留1位有效数字)"," 0.6"
"92","2","一质点沿半径为 \( R = 0.3 \, \mathrm{m} \) 的圆形轨道运动，其角位置函数为 \( \theta(t) = 2 + 2t^{3} \)，其中 \( \theta \) 的单位为 rad，时间 \( t \) 的单位为 s。求时间 \( t \) 为多少时，质点的法向加速度与切向加速度的大小相等。 (结果以$ \mathrm{\;s}  $为单位，保留2位有效数字)"," 0.69"
"92","3","一质点沿半径为 \( R = 0.4 \, \mathrm{m} \) 的圆形轨道运动，其角位置函数为 \( \theta(t) = 2+ t^{3} \)，其中 \( \theta \) 的单位为 rad，时间 \( t \) 的单位为 s。求时间 \( t \) 为多少时，质点的法向加速度与切向加速度的大小相等。 (结果以$ \mathrm{\;s}  $为单位，保留2位有效数字)"," 0.87"
"20","0","一个环形线圈的平均周长 \( l = 10  \mathrm{cm} \)，绕组总匝数 100 匝，当通过电流 \( 1.0  \mathrm{A} \) 时，求环内磁感应强度 \( B_0 \) 的大小。 (结果以$ \left\lbrack  \mathrm{\;T}\right $为单位，保留4位有效数字)"," 1000"
"20","1","一个环形线圈的平均周长 \( l = 10  \mathrm{cm} \)，绕组总匝数 100 匝，当通过电流 \( 2.0  \mathrm{A} \) 时，求环内磁感应强度 \( B_0 \) 的大小。 (结果以$ \left\lbrack  \mathrm{\;T}\right $为单位，保留4位有效数字)"," 2000"
"20","2","一个环形线圈的平均周长 \( l = 10  \mathrm{cm} \)，绕组总匝数 100 匝，当通过电流 \( 3.0  \mathrm{A} \) 时，求环内磁感应强度 \( B_0 \) 的大小。 (结果以$ \left\lbrack  \mathrm{\;T}\right $为单位，保留4位有效数字)"," 3000"
"20","3","一个环形线圈的平均周长 \( l = 10  \mathrm{cm} \)，绕组总匝数 100 匝，当通过电流 \( 4.0  \mathrm{A} \) 时，求环内磁感应强度 \( B_0 \) 的大小。 (结果以$ \left\lbrack  \mathrm{\;T}\right $为单位，保留4位有效数字)"," 4000"
"55","0","在阴极射线管中，电子被 \( 9.0 \times 10^{3} \, \text{V} \) 的电压加速，电子束发射孔径的直径为 \( 0.50 \, \text{mm} \)，该孔径到显示屏幕的距离为 \( 0.30 \, \text{m} \)。求显示屏幕上电子形成的光斑直径。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留2位有效数字)","1.2 \times 10^{-9}"
"55","1","在阴极射线管中，电子被 \( 8.0 \times 10^{3} \, \text{V} \) 的电压加速，电子束发射孔径的直径为 \( 0.50 \, \text{mm} \)，该孔径到显示屏幕的距离为 \( 0.30 \, \text{m} \)。求显示屏幕上电子形成的光斑直径。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留2位有效数字)","8.2 \times 10^{-9}"
"55","2","在阴极射线管中，电子被 \( 10.0 \times 10^{3} \, \text{V} \) 的电压加速，电子束发射孔径的直径为 \( 0.50 \, \text{mm} \)，该孔径到显示屏幕的距离为 \( 0.30 \, \text{m} \)。求显示屏幕上电子形成的光斑直径。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留3位有效数字)","7.38 \times 10^{-9}"
"55","3","在阴极射线管中，电子被 \( 14.0 \times 10^{3} \, \text{V} \) 的电压加速，电子束发射孔径的直径为 \( 0.50 \, \text{mm} \)，该孔径到显示屏幕的距离为 \( 0.30 \, \text{m} \)。求显示屏幕上电子形成的光斑直径。 (结果使用科学计数法，以$ \mathrm{\;m} $为单位，保留3位有效数字)","6.22 \times 10^{-9}"
"6","0","在匀强磁场中，一个静止的原子核经历α衰变。衰变后，α粒子和子核在相同磁场中均作匀速圆周运动，它们的轨道半径比为45:1，运动周期比为90:117。请求出衰变前原子核的中子数。 (结果保留3位有效数字)","146"
"6","1","在匀强磁场中，一个静止的原子核经历α衰变。衰变后，α粒子和子核在相同磁场中均作匀速圆周运动，它们的轨道半径比为46:1，运动周期比为90:117。请求出衰变前原子核的中子数。 (结果保留3位有效数字)","144"
